Driver_ID,length,Age,Gender,City,Education_Level,Income_total,Income_avg,Income_max,Income_min,Dateofjoining_year,Dateofjoining_month,Joining_Designation,Grade_max,Grade_min,Grade_first,Grade_last,Total_Business_Value_sum,Total_Business_Value_avg,Total_Business_Value_min,Total_Business_Value_max,Quarterly_Rating_max,Quarterly_Rating_min,Quarterly_Rating_first,Quarterly_Rating_last,Driver_Churn
1326,8,28.0,1.0,20,1,331704,41463.0,41463,41463,2019,10,1,1,1,1,1,1282690,160336.25,0,438390,2,1,1,1,1
1327,15,40.0,1.0,29,0,516291,34419.4,37413,33671,2019,6,1,2,1,1,1,22426170,1495078.0,0,3250470,4,3,3,4,0
1328,1,26.0,1.0,4,1,39790,39790.0,39790,39790,2020,11,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
1329,1,31.0,0.0,29,2,70088,70088.0,70088,70088,2018,9,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
1330,8,46.0,1.0,3,0,929304,116163.0,116163,116163,2017,7,1,4,4,4,4,7063850,882981.25,0,5122710,3,1,3,2,1
1331,6,39.0,1.0,7,1,104958,17493.0,17493,17493,2018,9,1,1,1,1,1,478360,79726.66666666667,0,368330,1,1,1,1,1
1333,3,34.0,1.0,11,2,129078,43026.0,43026,43026,2020,9,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1334,14,40.0,0.0,19,1,1507968,107712.0,107712,107712,2019,7,4,4,4,4,4,20766110,1483293.5714285714,0,5064330,4,1,1,2,0
1335,22,34.0,0.0,18,2,3456728,157124.0,157124,157124,2015,8,2,3,3,3,3,21527040,978501.8181818182,-200000,5754460,4,1,1,3,0
1336,3,28.0,0.0,29,2,229575,76525.0,76525,76525,2020,5,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
1337,7,50.0,1.0,10,1,388255,55465.0,55465,55465,2015,7,2,3,3,3,3,1206660,172380.0,0,500000,3,1,1,1,1
1338,3,33.0,0.0,28,0,99462,33154.0,33154,33154,2020,2,3,3,3,3,3,680590,226863.33333333334,0,498910,1,1,1,1,1
1339,2,30.0,0.0,5,0,48582,24291.0,24291,24291,2019,10,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
1340,2,32.0,0.0,15,1,140076,70038.0,70038,70038,2018,11,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1341,5,35.0,0.0,21,0,265585,53117.0,53117,53117,2020,7,3,3,3,3,3,832510,166502.0,0,482510,2,1,2,1,0
1342,7,32.0,1.0,20,0,217399,31057.0,31057,31057,2019,11,2,2,2,2,2,645150,92164.28571428571,0,645150,1,1,1,1,0
1343,12,36.0,1.0,26,1,905004,75417.0,75417,75417,2013,10,2,3,3,3,3,7237390,603115.8333333334,0,2070540,2,1,1,2,1
1345,4,29.0,0.0,29,0,60744,15186.0,15186,15186,2020,7,2,2,2,2,2,432940,108235.0,0,248030,1,1,1,1,0
1347,3,31.0,0.0,25,0,164703,54901.0,54901,54901,2019,5,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1348,7,36.0,0.0,25,2,406364,58052.0,58052,58052,2019,6,2,2,2,2,2,551530,78790.0,0,200000,1,1,1,1,1
1349,11,33.0,0.0,4,0,738386,67126.0,67126,67126,2017,8,1,3,3,3,3,4628790,420799.0909090909,0,1642620,2,1,1,2,0
1350,1,39.0,0.0,15,0,43705,43705.0,43705,43705,2018,6,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1351,2,27.0,0.0,8,0,149674,74837.0,74837,74837,2020,11,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
1352,3,33.0,0.0,15,1,298245,99415.0,99415,99415,2020,8,2,2,2,2,2,191040,63680.0,0,191040,1,1,1,1,0
1353,5,44.0,0.0,12,0,245245,49049.0,49049,49049,2018,6,2,2,2,2,2,749150,149830.0,0,337210,1,1,1,1,1
1354,7,34.0,1.0,20,2,379484,54212.0,54212,54212,2018,10,2,3,3,3,3,10070490,1438641.4285714286,-3791250,5788020,4,1,1,4,1
1356,6,31.0,1.0,11,2,175836,29306.0,29306,29306,2019,8,2,2,2,2,2,894630,149105.0,0,400000,2,1,1,2,1
1357,2,39.0,0.0,29,2,210800,105400.0,105400,105400,2020,1,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
1359,3,31.0,0.0,1,2,156021,52007.0,52007,52007,2019,7,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1360,4,32.0,0.0,20,0,430368,107592.0,107592,107592,2019,11,4,4,4,4,4,776250,194062.5,0,776250,1,1,1,1,0
1361,5,40.0,0.0,17,2,133980,26796.0,26796,26796,2018,11,1,1,1,1,1,566200,113240.0,0,344520,1,1,1,1,1
1362,2,29.0,0.0,20,1,145686,72843.0,72843,72843,2019,9,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
1363,13,45.0,1.0,19,0,425568,32736.0,32736,32736,2015,7,2,3,3,3,3,10622170,817090.0,0,2307560,3,1,2,2,1
1364,4,43.0,1.0,12,1,349300,87325.0,87325,87325,2020,4,3,3,3,3,3,566440,141610.0,0,417720,1,1,1,1,1
1365,8,30.0,0.0,18,2,203864,25483.0,25483,25483,2019,5,1,1,1,1,1,1525920,190740.0,0,783860,3,1,1,3,1
1366,3,39.0,0.0,22,0,52488,17496.0,17496,17496,2020,9,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1369,4,29.0,1.0,10,0,216924,54231.0,54231,54231,2018,1,1,1,1,1,1,1095820,273955.0,0,853210,2,1,2,1,0
1370,21,37.0,1.0,22,2,1393350,66350.0,66350,66350,2018,5,1,1,1,1,1,11813340,562540.0,0,2507630,4,1,2,2,0
1371,18,27.0,0.0,26,0,512046,28447.0,28447,28447,2018,6,1,1,1,1,1,14571760,809542.2222222222,150720,3867080,4,2,3,4,1
1372,5,31.0,1.0,21,2,188475,37695.0,37695,37695,2020,7,1,1,1,1,1,2207500,441500.0,0,1267050,4,1,1,4,0
1373,3,34.0,0.0,26,2,142953,47651.0,47651,47651,2019,6,2,2,2,2,2,363000,121000.0,0,363000,1,1,1,1,0
1374,19,34.0,0.0,5,1,1674299,88121.0,88121,88121,2018,6,1,2,2,2,2,19848090,1044636.3157894737,-831520,3205270,4,1,3,1,0
1375,4,48.0,1.0,1,2,178888,44722.0,44722,44722,2018,9,1,1,1,1,1,1031690,257922.5,0,459370,2,1,2,2,1
1376,1,23.0,0.0,23,2,44907,44907.0,44907,44907,2018,7,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
1378,5,28.0,1.0,28,0,263555,52711.0,52711,52711,2020,7,2,2,2,2,2,501960,100392.0,-602360,769800,1,1,1,1,1
1379,2,29.0,0.0,1,0,137950,68975.0,68975,68975,2020,11,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
1380,6,28.0,1.0,17,1,463182,77197.0,77197,77197,2018,10,2,2,2,2,2,2973920,495653.3333333333,0,1623070,2,1,2,2,1
1381,3,41.0,1.0,9,2,247851,82617.0,82617,82617,2020,10,3,3,3,3,3,351230,117076.66666666667,0,200970,1,1,1,1,0
1382,14,33.0,1.0,16,2,955626,68259.0,68259,68259,2019,7,3,3,3,3,3,4942500,353035.71428571426,0,1212540,3,1,2,2,0
1383,2,28.0,0.0,19,0,177554,88777.0,88777,88777,2019,8,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
1384,6,34.0,0.0,20,0,228354,38059.0,38059,38059,2015,10,1,1,1,1,1,2521980,420330.0,116120,1069460,4,2,2,2,0
1385,2,31.0,1.0,23,0,148530,74265.0,74265,74265,2020,4,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
1386,8,27.0,1.0,26,2,203664,25458.0,25458,25458,2019,6,1,1,1,1,1,762300,95287.5,0,286640,2,1,1,1,1
1387,2,35.0,0.0,15,2,103860,51930.0,51930,51930,2019,7,2,2,2,2,2,200000,100000.0,0,200000,1,1,1,1,1
1388,1,32.0,0.0,26,0,44566,44566.0,44566,44566,2018,12,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1390,3,51.0,0.0,15,0,243450,81150.0,81150,81150,2016,11,2,3,3,3,3,605840,201946.66666666666,0,489600,1,1,1,1,1
1392,6,40.0,1.0,13,1,534708,89118.0,89118,89118,2013,8,1,4,4,4,4,3336540,556090.0,158360,1080310,2,1,2,2,1
1393,4,30.0,0.0,3,2,216616,54154.0,54154,54154,2020,6,2,2,2,2,2,979980,244995.0,0,762380,2,1,2,1,0
1394,2,36.0,0.0,25,1,115816,57908.0,57908,57908,2018,9,2,2,2,2,2,253900,126950.0,0,253900,1,1,1,1,1
1395,4,46.0,1.0,5,2,121168,30292.0,30292,30292,2019,8,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
1396,6,31.0,0.0,16,1,328926,54821.0,54821,54821,2018,5,2,2,2,2,2,4191530,698588.3333333334,-533490,3111630,3,1,1,3,1
1397,8,37.0,1.0,11,1,854352,106794.0,106794,106794,2019,7,3,3,3,3,3,1399000,174875.0,0,999000,1,1,1,1,1
1399,5,37.0,1.0,16,2,242880,48576.0,48576,48576,2020,7,2,2,2,2,2,1320720,264144.0,0,973320,2,1,1,2,0
1401,3,32.0,1.0,4,1,174219,58073.0,58073,58073,2020,9,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
1402,5,33.0,1.0,6,0,95360,19072.0,19072,19072,2018,2,1,1,1,1,1,1684920,336984.0,-921510,2381530,2,1,2,1,1
1403,2,36.0,0.0,1,0,129386,64693.0,64693,64693,2018,6,2,2,2,2,2,829110,414555.0,0,829110,2,1,2,1,0
1405,17,33.0,0.0,12,1,2037790,119870.0,119870,119870,2019,7,3,3,3,3,3,7758650,456391.17647058825,0,1383690,4,1,4,2,0
1406,7,33.0,0.0,28,1,564102,80586.0,80586,80586,2016,4,1,3,3,3,3,2164790,309255.71428571426,120030,1290990,2,1,1,1,1
1407,5,27.0,0.0,26,1,139030,27806.0,27806,27806,2019,12,1,1,1,1,1,150270,30054.0,0,150270,2,1,1,1,1
1409,1,33.0,1.0,5,1,81561,81561.0,81561,81561,2019,7,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
1410,4,25.0,0.0,5,2,176244,44061.0,44061,44061,2020,7,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
1411,7,40.0,0.0,8,0,884912,126416.0,126416,126416,2019,11,3,3,3,3,3,1339680,191382.85714285713,0,825620,2,1,2,1,1
1413,8,27.0,0.0,29,2,233448,29181.0,29181,29181,2018,5,1,1,1,1,1,3285190,410648.75,0,2188700,4,1,3,2,1
1414,20,31.0,1.0,29,1,946580,47329.0,47329,47329,2017,11,1,2,2,2,2,18090270,904513.5,102890,3477790,4,3,3,4,0
1415,5,29.0,0.0,20,1,103205,20641.0,20641,20641,2019,11,1,1,1,1,1,944190,188838.0,0,650210,2,1,1,2,1
1416,2,32.0,1.0,17,1,110748,55374.0,55374,55374,2020,9,1,1,1,1,1,919460,459730.0,386290,533170,2,2,2,2,0
1417,3,38.0,0.0,20,2,124338,41446.0,41446,41446,2019,8,1,1,1,1,1,254020,84673.33333333333,0,153400,2,1,1,2,1
1418,7,31.0,0.0,17,2,473753,67679.0,67679,67679,2018,12,1,1,1,1,1,1492040,213148.57142857142,0,497140,2,1,2,1,1
1419,5,34.0,0.0,23,0,89275,17855.0,17855,17855,2020,7,1,1,1,1,1,310480,62096.0,0,310480,1,1,1,1,0
1421,5,27.0,0.0,21,1,311980,62396.0,62396,62396,2020,6,3,3,3,3,3,695650,139130.0,0,364400,1,1,1,1,1
1422,11,31.0,1.0,12,2,648406,58946.0,58946,58946,2018,8,2,2,2,2,2,3857970,350724.54545454547,0,813440,3,2,3,2,1
1424,4,31.0,0.0,24,0,193476,48369.0,48369,48369,2018,8,2,2,2,2,2,754130,188532.5,0,400580,2,1,1,2,1
1425,2,26.0,0.0,16,0,75226,37613.0,37613,37613,2018,1,1,1,1,1,1,442880,221440.0,0,442880,1,1,1,1,1
1426,19,37.0,0.0,1,1,1866180,98220.0,98220,98220,2017,11,1,3,3,3,3,19929270,1048908.9473684211,113060,4535480,4,2,4,3,0
1428,5,27.0,0.0,2,0,452925,90585.0,90585,90585,2020,8,3,3,3,3,3,2495300,499060.0,0,987190,3,1,1,3,0
1429,5,33.0,1.0,7,1,354500,70900.0,70900,70900,2018,9,1,1,1,1,1,1741830,348366.0,0,743620,2,1,1,2,1
1430,3,31.0,1.0,6,0,58299,19433.0,19433,19433,2020,1,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1431,2,37.0,1.0,7,1,105926,52963.0,52963,52963,2018,11,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1432,16,34.0,0.0,26,0,469840,29365.0,29365,29365,2018,10,1,2,2,2,2,9569450,598090.625,113460,2291720,3,2,3,2,0
1433,4,25.0,0.0,16,0,230712,57678.0,57678,57678,2020,7,3,3,3,3,3,1069690,267422.5,0,798670,2,1,1,2,0
1434,3,37.0,0.0,21,1,173232,57744.0,57744,57744,2020,9,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
1435,3,25.0,1.0,15,2,57060,19020.0,19020,19020,2019,1,1,1,1,1,1,100920,33640.0,0,100920,1,1,1,1,1
1436,3,25.0,0.0,8,0,192384,64128.0,64128,64128,2020,1,2,2,2,2,2,149660,49886.666666666664,0,149660,1,1,1,1,0
1437,5,34.0,1.0,3,2,280300,56060.0,56060,56060,2019,11,2,2,2,2,2,442160,88432.0,0,242160,1,1,1,1,0
1438,3,37.0,0.0,10,0,191457,63819.0,63819,63819,2020,9,3,3,3,3,3,966790,322263.3333333333,0,966790,2,2,2,2,0
1439,2,31.0,1.0,7,1,99328,49664.0,49664,49664,2019,1,1,1,1,1,1,342930,171465.0,122480,220450,1,1,1,1,0
1441,6,28.0,0.0,10,1,473436,78906.0,78906,78906,2019,11,2,2,2,2,2,499890,83315.0,0,397320,1,1,1,1,1
1442,2,27.0,0.0,13,0,108252,54126.0,54126,54126,2019,11,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1443,4,36.0,1.0,26,1,194160,48540.0,48540,48540,2018,10,2,2,2,2,2,451460,112865.0,0,451460,1,1,1,1,1
1444,7,29.0,1.0,6,2,190512,27216.0,27216,27216,2017,11,1,1,1,1,1,2905540,415077.14285714284,0,752110,3,2,3,3,1
1446,18,39.0,1.0,8,2,2158776,119932.0,119932,119932,2015,2,2,4,4,4,4,24785780,1376987.7777777778,0,7709830,4,2,2,2,0
1447,5,45.0,0.0,29,2,282390,56478.0,56478,56478,2020,6,3,3,3,3,3,4050490,810098.0,300180,1900270,4,2,4,2,0
1448,1,36.0,1.0,8,0,57087,57087.0,57087,57087,2020,11,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
1449,2,26.0,1.0,10,0,73058,36529.0,36529,36529,2019,11,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
1450,5,30.0,1.0,6,1,166230,33246.0,33246,33246,2018,12,2,2,2,2,2,1268800,253760.0,0,860160,2,1,2,1,1
1451,1,25.0,1.0,25,1,61502,61502.0,61502,61502,2018,8,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
1452,8,31.0,0.0,24,2,489744,61218.0,61218,61218,2020,1,1,1,1,1,1,4762650,595331.25,0,2050000,4,1,3,1,1
1453,6,31.0,0.0,20,0,207558,34593.0,34593,34593,2018,9,1,1,1,1,1,1957360,326226.6666666667,0,1139030,2,2,2,2,1
1454,1,33.0,0.0,3,2,135337,135337.0,135337,135337,2020,4,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
1455,3,30.0,0.0,17,1,167154,55718.0,55718,55718,2020,1,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1456,5,32.0,0.0,9,1,274530,54906.0,54906,54906,2019,12,2,2,2,2,2,150720,30144.0,0,150720,1,1,1,1,1
1457,4,35.0,0.0,12,1,192200,48050.0,48050,48050,2020,7,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
1458,5,28.0,1.0,17,2,209855,41971.0,41971,41971,2018,9,2,2,2,2,2,1310870,262174.0,0,810870,2,1,2,2,1
1459,4,34.0,0.0,25,2,283976,70994.0,70994,70994,2018,9,2,2,2,2,2,1372570,343142.5,0,715470,2,1,2,1,1
1461,18,46.0,0.0,10,0,717138,39841.0,39841,39841,2015,9,2,2,2,2,2,5779360,321075.55555555556,0,1105160,2,1,2,1,1
1462,3,27.0,1.0,18,2,174834,58278.0,58278,58278,2020,10,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
1463,10,41.0,0.0,2,1,381050,38105.0,38105,38105,2018,8,1,1,1,1,1,4860990,486099.0,0,1182850,4,3,3,3,0
1464,9,48.0,1.0,25,2,622269,69141.0,69141,69141,2018,7,1,2,2,2,2,11826350,1314038.888888889,0,3583280,4,3,4,4,1
1465,2,34.0,0.0,17,0,90360,45180.0,45180,45180,2018,12,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
1466,5,42.0,0.0,2,1,225915,45183.0,45183,45183,2019,1,2,2,2,2,2,859940,171988.0,-232800,843210,1,1,1,1,1
1468,4,31.0,0.0,20,1,267116,66779.0,66779,66779,2020,9,3,3,3,3,3,709210,177302.5,0,709210,1,1,1,1,0
1469,4,28.0,0.0,9,0,176364,44091.0,44091,44091,2019,8,1,1,1,1,1,752450,188112.5,0,606960,2,1,2,1,1
1470,11,30.0,0.0,28,0,523215,47565.0,47565,47565,2018,2,1,1,1,1,1,10247070,931551.8181818182,97040,3257430,4,2,4,4,0
1471,5,36.0,0.0,27,1,218450,43690.0,43690,43690,2016,5,1,1,1,1,1,1455180,291036.0,0,567240,2,1,2,1,1
1472,17,41.0,1.0,22,2,1825256,107368.0,107368,107368,2014,7,2,4,4,4,4,12376010,728000.5882352941,0,1836920,3,1,2,2,1
1473,1,41.0,0.0,26,0,94171,94171.0,94171,94171,2018,7,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
1474,1,27.0,0.0,27,1,25207,25207.0,25207,25207,2019,10,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1475,10,28.0,0.0,21,1,1045670,104567.0,104567,104567,2020,2,3,3,3,3,3,25272590,2527259.0,0,6529550,4,3,4,4,0
1476,4,33.0,0.0,14,1,157688,39422.0,39422,39422,2020,6,2,2,2,2,2,150360,37590.0,0,150360,1,1,1,1,1
1477,4,29.0,0.0,8,2,442168,110542.0,110542,110542,2019,7,4,4,4,4,4,0,0.0,0,0,1,1,1,1,0
1479,4,37.0,0.0,5,0,201744,50436.0,50436,50436,2020,2,3,3,3,3,3,5143840,1285960.0,0,5143840,4,1,1,1,1
1480,1,29.0,1.0,25,0,39635,39635.0,39635,39635,2018,12,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1481,4,36.0,1.0,2,1,66752,16688.0,16688,16688,2019,1,1,1,1,1,1,394850,98712.5,0,250000,1,1,1,1,1
1482,5,38.0,1.0,27,1,251055,50211.0,50211,50211,2020,4,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
1483,3,24.0,1.0,13,2,121224,40408.0,40408,40408,2018,7,1,1,1,1,1,485600,161866.66666666666,0,369200,1,1,1,1,1
1484,18,46.0,0.0,2,0,1821564,101198.0,101198,101198,2014,9,2,4,4,4,4,38075220,2115290.0,128040,7847890,3,2,3,3,0
1485,2,25.0,0.0,21,1,92020,46010.0,46010,46010,2020,3,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
1486,20,45.0,1.0,15,0,1623440,81172.0,81172,81172,2016,12,1,4,4,4,4,25036450,1251822.5,0,7922640,3,1,2,1,0
1487,8,29.0,0.0,26,2,186392,23299.0,23299,23299,2018,12,1,1,1,1,1,1979760,247470.0,0,884960,2,1,1,2,0
1489,4,29.0,0.0,8,1,157612,39403.0,39403,39403,2020,8,2,2,2,2,2,1410500,352625.0,0,492480,3,1,1,3,0
1490,7,39.0,1.0,21,0,497994,71142.0,71142,71142,2020,3,2,2,2,2,2,853340,121905.71428571429,0,437880,2,1,2,1,1
1491,4,26.0,0.0,20,1,227744,56936.0,56936,56936,2020,4,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1492,2,42.0,0.0,1,0,260558,130279.0,130279,130279,2020,10,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
1493,9,27.0,0.0,19,2,580284,64476.0,64476,64476,2019,7,1,1,1,1,1,3251610,361290.0,0,802640,3,1,3,2,1
1494,1,32.0,1.0,18,0,34356,34356.0,34356,34356,2018,5,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
1495,5,30.0,0.0,22,2,486060,97212.0,97212,97212,2020,6,2,2,2,2,2,889800,177960.0,0,600000,2,1,2,2,0
1498,4,28.0,1.0,12,0,198280,49570.0,49570,49570,2020,5,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1501,2,38.0,0.0,5,2,146632,73316.0,73316,73316,2020,11,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
1502,4,35.0,1.0,21,2,259120,64780.0,64780,64780,2019,9,2,2,2,2,2,150030,37507.5,0,150030,1,1,1,1,0
1504,13,50.0,0.0,8,2,410215,31555.0,31555,31555,2018,3,2,2,2,2,2,8010640,616203.0769230769,160780,1660590,4,2,3,2,0
1505,4,27.0,1.0,22,1,279324,69831.0,69831,69831,2020,7,3,3,3,3,3,1052990,263247.5,0,1052990,2,1,1,1,0
1506,2,31.0,1.0,14,1,114214,57107.0,57107,57107,2019,8,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
1507,1,39.0,1.0,19,2,60780,60780.0,60780,60780,2018,10,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1508,10,33.0,0.0,23,0,1084520,108452.0,108452,108452,2013,7,2,3,3,3,3,8000250,800025.0,50000,2685000,3,1,3,1,1
1509,12,35.0,0.0,27,1,950664,79222.0,79222,79222,2019,7,2,2,2,2,2,10264390,855365.8333333334,0,2256470,4,1,1,1,1
1510,18,28.0,1.0,16,1,1662750,92375.0,92375,92375,2017,7,1,3,3,3,3,10179750,565541.6666666666,0,1701530,3,1,1,2,0
1512,7,32.0,0.0,23,1,349699,49957.0,49957,49957,2019,5,2,2,2,2,2,1741740,248820.0,0,649980,2,1,2,1,1
1513,3,25.0,1.0,28,0,58344,19448.0,19448,19448,2018,7,1,2,2,2,2,3117260,1039086.6666666666,0,2218600,3,1,3,3,1
1514,3,32.0,0.0,20,0,164001,54667.0,54667,54667,2020,8,3,3,3,3,3,640640,213546.66666666666,0,640640,1,1,1,1,0
1515,1,36.0,0.0,24,2,84573,84573.0,84573,84573,2020,10,3,3,3,3,3,0,0.0,0,0,1,1,1,1,0
1516,4,35.0,1.0,12,2,301812,75453.0,75453,75453,2019,7,2,2,2,2,2,658610,164652.5,0,658610,2,1,2,2,0
1517,5,42.0,1.0,11,2,627725,125545.0,125545,125545,2015,9,1,3,3,3,3,789080,157816.0,0,494870,2,1,2,1,1
1518,3,36.0,1.0,15,2,339192,113064.0,113064,113064,2020,9,3,3,3,3,3,300210,100070.0,0,300210,1,1,1,1,0
1520,11,32.0,0.0,5,2,710149,64559.0,64559,64559,2013,10,1,2,2,2,2,5644160,513105.45454545453,0,2000000,3,1,1,1,1
1521,1,31.0,0.0,20,1,31401,31401.0,31401,31401,2020,12,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
1522,6,30.0,1.0,6,2,387636,64606.0,64606,64606,2020,5,2,2,2,2,2,1597690,266281.6666666667,0,1122530,3,1,3,3,1
1523,2,28.0,1.0,2,2,70232,35116.0,35116,35116,2020,1,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
1524,5,35.0,1.0,13,0,223920,44784.0,44784,44784,2018,9,2,2,2,2,2,1228760,245752.0,0,674660,2,1,2,2,0
1525,3,28.0,1.0,13,0,185652,61884.0,61884,61884,2018,8,2,2,2,2,2,711920,237306.66666666666,194000,262890,1,1,1,1,1
1526,13,34.0,0.0,1,2,781131,60087.0,60087,60087,2016,12,1,1,1,1,1,8600980,661613.8461538461,150930,1804830,4,2,3,4,0
1527,8,31.0,0.0,5,2,656336,82042.0,82042,82042,2020,5,2,2,2,2,2,196920,24615.0,0,196920,1,1,1,1,0
1528,3,42.0,0.0,25,2,230121,76707.0,76707,76707,2018,11,2,2,2,2,2,0,0.0,0,0,1,1,1,1,1
1529,1,37.0,1.0,5,0,20523,20523.0,20523,20523,2020,11,1,1,1,1,1,0,0.0,0,0,1,1,1,1,0
1530,3,27.0,0.0,20,2,134523,44841.0,44841,44841,2020,7,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
1531,3,31.0,0.0,25,2,138003,46001.0,46001,46001,2017,1,2,2,2,2,2,320450,106816.66666666667,0,226200,1,1,1,1,1
1532,14,37.0,0.0,2,1,679770,48555.0,48555,48555,2019,9,2,2,2,2,2,3175960,226854.2857142857,0,900000,2,1,2,1,0
1533,1,32.0,1.0,22,0,74305,74305.0,74305,74305,2020,9,3,3,3,3,3,0,0.0,0,0,1,1,1,1,1
1534,5,30.0,1.0,26,0,480380,96076.0,96076,96076,2020,2,3,3,3,3,3,3329000,665800.0,0,3029000,3,1,1,3,1
1536,3,27.0,0.0,15,2,119193,39731.0,39731,39731,2019,7,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
1540,12,32.0,0.0,5,2,539388,44949.0,44949,44949,2016,4,1,2,2,2,2,10767270,897272.5,102750,3178000,3,2,2,3,1
1541,3,40.0,0.0,4,0,146868,48956.0,48956,48956,2020,5,1,1,1,1,1,725500,241833.33333333334,0,621120,2,1,1,2,1
1542,1,39.0,1.0,6,0,42300,42300.0,42300,42300,2018,11,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
1543,1,44.0,0.0,4,1,31948,31948.0,31948,31948,2018,6,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
1544,5,37.0,0.0,13,1,450615,90123.0,90123,90123,2019,10,2,2,2,2,2,350000,70000.0,0,350000,1,1,1,1,1
1547,5,33.0,1.0,13,2,289315,57863.0,57863,57863,2020,1,2,2,2,2,2,803540,160708.0,0,598800,1,1,1,1,1
1548,4,28.0,0.0,20,1,140360,35090.0,35090,35090,2018,10,1,1,1,1,1,1084060,271015.0,0,778030,3,1,3,1,1
1549,18,36.0,1.0,21,1,1727010,95945.0,95945,95945,2015,8,1,3,3,3,3,14162530,786807.2222222222,0,3485600,3,2,3,3,0
1550,1,30.0,0.0,2,1,25552,25552.0,25552,25552,2020,10,2,2,2,2,2,0,0.0,0,0,1,1,1,1,0
1553,7,45.0,1.0,1,0,173747,24821.0,24821,24821,2019,6,1,1,1,1,1,1250310,178615.7142857143,-151340,591200,2,1,2,1,1
1555,3,29.0,0.0,23,1,126951,42317.0,42317,42317,2018,6,1,1,1,1,1,2531750,843916.6666666666,0,1592540,4,2,2,4,1
1556,3,31.0,1.0,26,0,65286,21762.0,21762,21762,2020,6,1,1,1,1,1,0,0.0,0,0,1,1,1,1,1
1557,4,32.0,0.0,12,2,189516,47379.0,47379,47379,2019,5,1,1,1,1,1,145500,36375.0,0,145500,1,1,1,1,1
1558,5,31.0,0.0,22,0,172805,34561.0,34561,34561,2018,9,2,2,2,2,2,3209970,641994.0,108870,1250000,3,1,1,3,0
1559,8,38.0,1.0,14,2,502824,62853.0,62853,62853,2018,6,1,1,1,1,1,2252580,281572.5,0,903210,3,1,1,3,1
1560,15,37.0,0.0,7,1,674985,44999.0,44999,44999,2015,8,1,2,2,2,2,7838830,522588.6666666667,0,1217730,3,1,2,2,0
1561,6,31.0,0.0,25,0,181752,30292.0,30292,30292,2019,11,1,1,1,1,1,386060,64343.333333333336,0,150440,1,1,1,1,0
1562,3,25.0,1.0,17,2,94083,31361.0,31361,31361,2018,6,1,1,1,1,1,693170,231056.66666666666,0,693170,2,1,2,1,1
